query_id,category,query_text,brand,cross_engine_consensus,engines_recommending,n_engines,self_consistency,citation_rate,agentshelf_score
kb_13,keyboards,What keyboard should I get?,nuphy,0.4,"deepseek,gemini",2,0.5,0.333,41.7
shoes_12,running_shoes,Best running shoes for women with wide feet,nike,0.4,"chatgpt,deepseek",2,0.5,0.333,41.7
skin_04,skincare,Best vitamin C serum between $20 and $50,la roche-posay,0.4,"chatgpt,deepseek",2,0.5,0.333,41.7
skin_04,skincare,Best vitamin C serum between $20 and $50,vanicream,0.4,"chatgpt,deepseek",2,0.5,0.333,41.7
skin_12,skincare,Best skincare routine for a man who has never used any products before,cetaphil,0.4,"claude,deepseek",2,0.5,0.333,41.7
skin_13,skincare,What skincare products should I use?,supergoop,0.4,"deepseek,gemini",2,0.5,0.333,41.7
skin_13,skincare,What skincare products should I use?,skinceuticals,0.4,"deepseek,perplexity",2,0.5,0.333,41.7
skin_13,skincare,What skincare products should I use?,vanicream,0.4,"chatgpt,deepseek",2,0.5,0.333,41.7
earbuds_02,earbuds,Recommend cheap wireless earbuds for a college student on a tight budget,moondrop,0.2,gemini,1,0.333,1.0,40.0
earbuds_03,earbuds,Best budget earbuds for daily commuting under $40,moondrop,0.2,chatgpt,1,0.333,1.0,40.0
earbuds_03,earbuds,Best budget earbuds for daily commuting under $40,nothing,0.2,perplexity,1,0.333,1.0,40.0
earbuds_03,earbuds,Best budget earbuds for daily commuting under $40,asics,0.2,claude,1,0.333,1.0,40.0
earbuds_04,earbuds,Recommend the best wireless noise-cancelling earbuds under $100,nothing,0.2,chatgpt,1,0.333,1.0,40.0
earbuds_04,earbuds,Recommend the best wireless noise-cancelling earbuds under $100,apple,0.2,claude,1,0.333,1.0,40.0
earbuds_04,earbuds,Recommend the best wireless noise-cancelling earbuds under $100,jbl,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_05,earbuds,I work in a noisy office and need good ANC earbuds around $80. What do you sugge,tozo,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_05,earbuds,I work in a noisy office and need good ANC earbuds around $80. What do you sugge,jbl,0.2,gemini,1,0.333,1.0,40.0
earbuds_06,earbuds,What wireless earbuds have the best sound quality between $60 and $100?,1more,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_06,earbuds,What wireless earbuds have the best sound quality between $60 and $100?,jabra,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_06,earbuds,What wireless earbuds have the best sound quality between $60 and $100?,jbl,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_06,earbuds,What wireless earbuds have the best sound quality between $60 and $100?,soundcore,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_07,earbuds,"Best earbuds for working out and running, water resistant, under $80",jabra,0.2,gemini,1,0.333,1.0,40.0
earbuds_09,earbuds,"Recommend high-end noise cancelling earbuds for frequent flyers, budget $150-250",nothing,0.2,perplexity,1,0.333,1.0,40.0
earbuds_09,earbuds,"Recommend high-end noise cancelling earbuds for frequent flyers, budget $150-250",technics,0.2,chatgpt,1,0.333,1.0,40.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,bang & olufsen,0.4,"claude,deepseek",2,0.333,0.5,40.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,apple,0.2,chatgpt,1,0.333,1.0,40.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,nothing,0.2,chatgpt,1,0.333,1.0,40.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,jbl,0.2,chatgpt,1,0.333,1.0,40.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,soundcore,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_12,earbuds,Recommend wireless earbuds for gaming with low latency,logitech,0.2,gemini,1,0.333,1.0,40.0
earbuds_12,earbuds,Recommend wireless earbuds for gaming with low latency,tozo,0.2,claude,1,0.333,1.0,40.0
earbuds_12,earbuds,Recommend wireless earbuds for gaming with low latency,soundpeats,0.2,claude,1,0.333,1.0,40.0
earbuds_12,earbuds,Recommend wireless earbuds for gaming with low latency,earfun,0.2,claude,1,0.333,1.0,40.0
earbuds_13,earbuds,What earbuds should I buy?,pixel,0.2,gemini,1,0.333,1.0,40.0
earbuds_13,earbuds,What earbuds should I buy?,earfun,0.2,gemini,1,0.333,1.0,40.0
earbuds_13,earbuds,What earbuds should I buy?,soundcore,0.4,"deepseek,gemini",2,0.333,0.5,40.0
earbuds_14,earbuds,Good earbuds?,liberty,0.2,gemini,1,0.333,1.0,40.0
earbuds_14,earbuds,Good earbuds?,earfun,0.2,gemini,1,0.333,1.0,40.0
earbuds_15,earbuds,I need new earbuds. Help me pick.,pixel,0.2,gemini,1,0.333,1.0,40.0
earbuds_15,earbuds,I need new earbuds. Help me pick.,samsung,0.4,"chatgpt,deepseek",2,0.333,0.5,40.0
earbuds_15,earbuds,I need new earbuds. Help me pick.,nothing,0.2,gemini,1,0.333,1.0,40.0
earbuds_15,earbuds,I need new earbuds. Help me pick.,google,0.2,gemini,1,0.333,1.0,40.0
kb_01,keyboards,Best mechanical keyboard under $50 for a beginner,ajazz,0.2,perplexity,1,0.333,1.0,40.0
kb_01,keyboards,Best mechanical keyboard under $50 for a beginner,asics,0.2,perplexity,1,0.333,1.0,40.0
kb_01,keyboards,Best mechanical keyboard under $50 for a beginner,gamakay,0.4,"deepseek,gemini",2,0.333,0.5,40.0
kb_01,keyboards,Best mechanical keyboard under $50 for a beginner,havit,0.4,"chatgpt,deepseek",2,0.333,0.5,40.0
kb_02,keyboards,Recommend a cheap but good mechanical keyboard for typing,epomaker,0.2,gemini,1,0.333,1.0,40.0
kb_02,keyboards,Recommend a cheap but good mechanical keyboard for typing,gamakay,0.2,perplexity,1,0.333,1.0,40.0
kb_03,keyboards,Budget mechanical keyboard for a college student who codes,apple,0.2,perplexity,1,0.333,1.0,40.0
kb_03,keyboards,Budget mechanical keyboard for a college student who codes,akko,0.2,gemini,1,0.333,1.0,40.0
kb_04,keyboards,What's the best mechanical keyboard between $80 and $150?,ducky,0.2,deepseek,1,1.0,0.0,40.0
kb_04,keyboards,What's the best mechanical keyboard between $80 and $150?,gamakay,0.2,claude,1,0.333,1.0,40.0
kb_04,keyboards,What's the best mechanical keyboard between $80 and $150?,razer,0.2,claude,1,0.333,1.0,40.0
kb_05,keyboards,"Recommend a wireless mechanical keyboard for office work, quiet switches preferr",razer,0.2,chatgpt,1,0.333,1.0,40.0
kb_06,keyboards,Best 75% layout mechanical keyboard for programming under $120,monsgeek,0.4,"chatgpt,deepseek",2,0.333,0.5,40.0
kb_07,keyboards,I want a hot-swappable mechanical keyboard with RGB under $100,gamakay,0.2,gemini,1,0.333,1.0,40.0
kb_08,keyboards,What's the best premium mechanical keyboard regardless of price?,monsgeek,0.2,perplexity,1,0.333,1.0,40.0
kb_09,keyboards,Recommend a high-end custom mechanical keyboard for enthusiasts,monsgeek,0.2,perplexity,1,0.333,1.0,40.0
kb_09,keyboards,Recommend a high-end custom mechanical keyboard for enthusiasts,nike,0.2,perplexity,1,0.333,1.0,40.0
kb_09,keyboards,Recommend a high-end custom mechanical keyboard for enthusiasts,akko,0.2,gemini,1,0.333,1.0,40.0
kb_10,keyboards,Best ergonomic split mechanical keyboard for someone with RSI,logitech,0.2,claude,1,0.333,1.0,40.0
kb_10,keyboards,Best ergonomic split mechanical keyboard for someone with RSI,epomaker,0.2,chatgpt,1,0.333,1.0,40.0
kb_11,keyboards,I'm a gamer who needs a fast mechanical keyboard with linear switches. Budget $1,epomaker,0.4,"deepseek,gemini",2,0.333,0.5,40.0
kb_11,keyboards,I'm a gamer who needs a fast mechanical keyboard with linear switches. Budget $1,razer,0.4,"chatgpt,deepseek",2,0.333,0.5,40.0
kb_12,keyboards,Recommend a mechanical keyboard that's good for both coding and gaming,glorious,0.4,"deepseek,gemini",2,0.333,0.5,40.0
kb_12,keyboards,Recommend a mechanical keyboard that's good for both coding and gaming,razer,0.4,"deepseek,gemini",2,0.333,0.5,40.0
kb_12,keyboards,Recommend a mechanical keyboard that's good for both coding and gaming,corsair,0.2,gemini,1,0.333,1.0,40.0
kb_13,keyboards,What keyboard should I get?,steelseries,0.2,gemini,1,0.333,1.0,40.0
kb_13,keyboards,What keyboard should I get?,kinesis,0.4,"deepseek,gemini",2,0.333,0.5,40.0
kb_13,keyboards,What keyboard should I get?,akko,0.2,gemini,1,0.333,1.0,40.0
kb_13,keyboards,What keyboard should I get?,corsair,0.2,gemini,1,0.333,1.0,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,logitech,0.4,"chatgpt,deepseek",2,0.333,0.5,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,steelseries,0.2,gemini,1,0.333,1.0,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,glorious,0.2,gemini,1,0.333,1.0,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,ducky,0.2,deepseek,1,1.0,0.0,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,akko,0.2,gemini,1,0.333,1.0,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,yunzii,0.2,perplexity,1,0.333,1.0,40.0
kb_14,keyboards,Good mechanical keyboard recommendation?,corsair,0.2,chatgpt,1,0.333,1.0,40.0
kb_15,keyboards,Help me choose a mechanical keyboard,akko,0.4,"chatgpt,gemini",2,0.333,0.5,40.0
shoes_01,running_shoes,Best running shoes under $80 for beginners,under armour,0.2,perplexity,1,0.333,1.0,40.0
shoes_02,running_shoes,Recommend affordable running shoes for someone just starting to jog,reebok,0.2,perplexity,1,0.333,1.0,40.0
shoes_07,running_shoes,"Recommend stability running shoes for someone with flat feet, under $140",on running,0.2,claude,1,0.333,1.0,40.0
shoes_07,running_shoes,"Recommend stability running shoes for someone with flat feet, under $140",reebok,0.2,perplexity,1,0.333,1.0,40.0
shoes_08,running_shoes,What are the best carbon plate racing shoes for marathon?,brooks,0.2,chatgpt,1,0.333,1.0,40.0
shoes_09,running_shoes,Best premium running shoes money can buy in 2026,salomon,0.2,gemini,1,0.333,1.0,40.0
shoes_10,running_shoes,Recommend top-tier trail running shoes for ultramarathon,asics,0.2,claude,1,0.333,1.0,40.0
shoes_11,running_shoes,I'm overweight (250 lbs) and starting to run. What shoes have enough support?,nike,0.4,"deepseek,gemini",2,0.333,0.5,40.0
shoes_11,running_shoes,I'm overweight (250 lbs) and starting to run. What shoes have enough support?,topo athletic,0.2,perplexity,1,0.333,1.0,40.0
shoes_14,running_shoes,Good running shoes?,puma,0.2,gemini,1,0.333,1.0,40.0
shoes_14,running_shoes,Good running shoes?,mizuno,0.2,claude,1,0.333,1.0,40.0
skin_01,skincare,Best daily moisturizer for oily skin under $20,differin,0.2,gemini,1,0.333,1.0,40.0
skin_01,skincare,Best daily moisturizer for oily skin under $20,niacinamide,0.2,gemini,1,0.333,1.0,40.0
skin_02,skincare,Recommend a cheap but effective face sunscreen for everyday use,the ordinary,0.2,claude,1,0.333,1.0,40.0
skin_03,skincare,What's a good drugstore retinol product for beginners?,the ordinary,0.2,perplexity,1,0.333,1.0,40.0
skin_03,skincare,What's a good drugstore retinol product for beginners?,niacinamide,0.2,claude,1,0.333,1.0,40.0
skin_04,skincare,Best vitamin C serum between $20 and $50,neutrogena,0.2,chatgpt,1,0.333,1.0,40.0
skin_05,skincare,"Recommend a good anti-aging skincare routine for someone in their 30s, budget $1",differin,0.4,"chatgpt,deepseek",2,0.667,0.0,40.0
skin_05,skincare,"Recommend a good anti-aging skincare routine for someone in their 30s, budget $1",eltamd,0.2,perplexity,1,0.333,1.0,40.0
skin_05,skincare,"Recommend a good anti-aging skincare routine for someone in their 30s, budget $1",bioderma,0.2,perplexity,1,0.333,1.0,40.0
skin_05,skincare,"Recommend a good anti-aging skincare routine for someone in their 30s, budget $1",versed,0.2,gemini,1,0.333,1.0,40.0
skin_06,skincare,What's the best hyaluronic acid serum under $40?,the inkey list,0.4,"deepseek,gemini",2,0.333,0.5,40.0
skin_07,skincare,"Best moisturizer for sensitive skin that doesn't cause breakouts, under $35",niacinamide,0.4,"chatgpt,perplexity",2,0.333,0.5,40.0
skin_07,skincare,"Best moisturizer for sensitive skin that doesn't cause breakouts, under $35",olay,0.2,claude,1,0.333,1.0,40.0
skin_08,skincare,What's the best luxury skincare brand for anti-aging?,retinol,0.4,"deepseek,gemini",2,0.333,0.5,40.0
skin_08,skincare,What's the best luxury skincare brand for anti-aging?,niacinamide,0.2,gemini,1,0.333,1.0,40.0
skin_09,skincare,Recommend premium skincare products worth the splurge,shiseido,0.2,chatgpt,1,0.333,1.0,40.0
skin_09,skincare,Recommend premium skincare products worth the splurge,drunk elephant,0.2,gemini,1,0.333,1.0,40.0
skin_10,skincare,Best high-end retinol product regardless of price,clinique,0.2,perplexity,1,0.333,1.0,40.0
skin_10,skincare,Best high-end retinol product regardless of price,murad,0.2,gemini,1,0.333,1.0,40.0
skin_11,skincare,I'm a teenage boy with bad acne. What skincare products should I use?,dermalogica,0.2,perplexity,1,0.333,1.0,40.0
skin_11,skincare,I'm a teenage boy with bad acne. What skincare products should I use?,beats,0.2,perplexity,1,0.333,1.0,40.0
skin_11,skincare,I'm a teenage boy with bad acne. What skincare products should I use?,asics,0.2,claude,1,0.333,1.0,40.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,kiehl's,0.2,gemini,1,0.333,1.0,40.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,vanicream,0.4,"deepseek,gemini",2,0.333,0.5,40.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,asics,0.4,"chatgpt,perplexity",2,0.333,0.5,40.0
skin_13,skincare,What skincare products should I use?,kiehl's,0.2,gemini,1,0.333,1.0,40.0
skin_13,skincare,What skincare products should I use?,paula's choice,0.2,perplexity,1,0.333,1.0,40.0
skin_14,skincare,Good moisturizer recommendation?,aveeno,0.2,gemini,1,0.333,1.0,40.0
skin_14,skincare,Good moisturizer recommendation?,vichy,0.2,gemini,1,0.333,1.0,40.0
skin_14,skincare,Good moisturizer recommendation?,tatcha,0.2,gemini,1,0.333,1.0,40.0
skin_15,skincare,Help me build a skincare routine,differin,0.2,perplexity,1,0.333,1.0,40.0
skin_15,skincare,Help me build a skincare routine,adapalene,0.2,perplexity,1,0.333,1.0,40.0
skin_05,skincare,"Recommend a good anti-aging skincare routine for someone in their 30s, budget $1",adapalene,0.4,"chatgpt,deepseek",2,0.5,0.0,35.0
skin_07,skincare,"Best moisturizer for sensitive skin that doesn't cause breakouts, under $35",aveeno,0.4,"chatgpt,deepseek",2,0.5,0.0,35.0
earbuds_03,earbuds,Best budget earbuds for daily commuting under $40,skullcandy,0.2,deepseek,1,0.667,0.0,30.0
earbuds_03,earbuds,Best budget earbuds for daily commuting under $40,sony,0.2,deepseek,1,0.667,0.0,30.0
earbuds_08,earbuds,What are the best premium wireless earbuds money can buy in 2026?,nothing,0.2,deepseek,1,0.667,0.0,30.0
earbuds_12,earbuds,Recommend wireless earbuds for gaming with low latency,anker,0.2,deepseek,1,0.667,0.0,30.0
earbuds_14,earbuds,Good earbuds?,samsung,0.2,deepseek,1,0.667,0.0,30.0
kb_06,keyboards,Best 75% layout mechanical keyboard for programming under $120,yunzii,0.2,deepseek,1,0.667,0.0,30.0
kb_11,keyboards,I'm a gamer who needs a fast mechanical keyboard with linear switches. Budget $1,ducky,0.2,deepseek,1,0.667,0.0,30.0
kb_12,keyboards,Recommend a mechanical keyboard that's good for both coding and gaming,steelseries,0.2,deepseek,1,0.667,0.0,30.0
kb_15,keyboards,Help me choose a mechanical keyboard,redragon,0.4,"chatgpt,deepseek",2,0.333,0.0,30.0
kb_15,keyboards,Help me choose a mechanical keyboard,ducky,0.2,deepseek,1,0.667,0.0,30.0
shoes_09,running_shoes,Best premium running shoes money can buy in 2026,on running,0.2,deepseek,1,0.667,0.0,30.0
skin_01,skincare,Best daily moisturizer for oily skin under $20,the ordinary,0.2,deepseek,1,0.667,0.0,30.0
skin_11,skincare,I'm a teenage boy with bad acne. What skincare products should I use?,eltamd,0.2,chatgpt,1,0.667,0.0,30.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,the ordinary,0.2,deepseek,1,0.667,0.0,30.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,supergoop,0.2,deepseek,1,0.667,0.0,30.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,paula's choice,0.2,deepseek,1,0.667,0.0,30.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,retinol,0.4,"chatgpt,claude",2,0.333,0.0,30.0
skin_13,skincare,What skincare products should I use?,differin,0.4,"chatgpt,deepseek",2,0.333,0.0,30.0
skin_13,skincare,What skincare products should I use?,adapalene,0.4,"chatgpt,deepseek",2,0.333,0.0,30.0
earbuds_02,earbuds,Recommend cheap wireless earbuds for a college student on a tight budget,sony,0.2,chatgpt,1,0.333,0.0,20.0
earbuds_02,earbuds,Recommend cheap wireless earbuds for a college student on a tight budget,soundpeats,0.2,deepseek,1,0.333,0.0,20.0
earbuds_06,earbuds,What wireless earbuds have the best sound quality between $60 and $100?,edifier,0.2,deepseek,1,0.333,0.0,20.0
earbuds_07,earbuds,"Best earbuds for working out and running, water resistant, under $80",sennheiser,0.2,deepseek,1,0.333,0.0,20.0
earbuds_08,earbuds,What are the best premium wireless earbuds money can buy in 2026?,beats,0.2,deepseek,1,0.333,0.0,20.0
earbuds_09,earbuds,"Recommend high-end noise cancelling earbuds for frequent flyers, budget $150-250",samsung,0.2,deepseek,1,0.333,0.0,20.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,moondrop,0.2,deepseek,1,0.333,0.0,20.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,anker,0.2,deepseek,1,0.333,0.0,20.0
earbuds_10,earbuds,Best wireless earbuds for audiophiles who care about sound quality above all els,fiio,0.2,deepseek,1,0.333,0.0,20.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,anker,0.2,deepseek,1,0.333,0.0,20.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,nothing,0.2,deepseek,1,0.333,0.0,20.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,beats,0.2,deepseek,1,0.333,0.0,20.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,tozo,0.2,deepseek,1,0.333,0.0,20.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,jabra,0.2,deepseek,1,0.333,0.0,20.0
earbuds_11,earbuds,I'm a parent who needs earbuds I can wear while my kids are around. Need to hear,huawei,0.2,chatgpt,1,0.333,0.0,20.0
earbuds_13,earbuds,What earbuds should I buy?,nothing,0.2,deepseek,1,0.333,0.0,20.0
earbuds_13,earbuds,What earbuds should I buy?,beats,0.2,deepseek,1,0.333,0.0,20.0
earbuds_13,earbuds,What earbuds should I buy?,jbl,0.2,deepseek,1,0.333,0.0,20.0
earbuds_14,earbuds,Good earbuds?,pixel,0.2,deepseek,1,0.333,0.0,20.0
kb_01,keyboards,Best mechanical keyboard under $50 for a beginner,logitech,0.2,deepseek,1,0.333,0.0,20.0
kb_02,keyboards,Recommend a cheap but good mechanical keyboard for typing,hyperx,0.2,deepseek,1,0.333,0.0,20.0
kb_04,keyboards,What's the best mechanical keyboard between $80 and $150?,hyperx,0.2,deepseek,1,0.333,0.0,20.0
kb_06,keyboards,Best 75% layout mechanical keyboard for programming under $120,redragon,0.2,deepseek,1,0.333,0.0,20.0
kb_06,keyboards,Best 75% layout mechanical keyboard for programming under $120,gamakay,0.2,deepseek,1,0.333,0.0,20.0
kb_08,keyboards,What's the best premium mechanical keyboard regardless of price?,hhkb,0.2,deepseek,1,0.333,0.0,20.0
kb_09,keyboards,Recommend a high-end custom mechanical keyboard for enthusiasts,hhkb,0.2,deepseek,1,0.333,0.0,20.0
kb_09,keyboards,Recommend a high-end custom mechanical keyboard for enthusiasts,nothing,0.2,deepseek,1,0.333,0.0,20.0
kb_10,keyboards,Best ergonomic split mechanical keyboard for someone with RSI,glorious,0.2,deepseek,1,0.333,0.0,20.0
kb_11,keyboards,I'm a gamer who needs a fast mechanical keyboard with linear switches. Budget $1,logitech,0.2,deepseek,1,0.333,0.0,20.0
kb_11,keyboards,I'm a gamer who needs a fast mechanical keyboard with linear switches. Budget $1,glorious,0.2,deepseek,1,0.333,0.0,20.0
kb_13,keyboards,What keyboard should I get?,zsa,0.2,deepseek,1,0.333,0.0,20.0
kb_13,keyboards,What keyboard should I get?,leopold,0.2,deepseek,1,0.333,0.0,20.0
kb_13,keyboards,What keyboard should I get?,redragon,0.2,deepseek,1,0.333,0.0,20.0
kb_13,keyboards,What keyboard should I get?,apple,0.2,deepseek,1,0.333,0.0,20.0
kb_14,keyboards,Good mechanical keyboard recommendation?,redragon,0.2,deepseek,1,0.333,0.0,20.0
kb_14,keyboards,Good mechanical keyboard recommendation?,leopold,0.2,chatgpt,1,0.333,0.0,20.0
kb_14,keyboards,Good mechanical keyboard recommendation?,epomaker,0.2,deepseek,1,0.333,0.0,20.0
kb_14,keyboards,Good mechanical keyboard recommendation?,royal kludge,0.2,chatgpt,1,0.333,0.0,20.0
kb_15,keyboards,Help me choose a mechanical keyboard,monsgeek,0.2,chatgpt,1,0.333,0.0,20.0
kb_15,keyboards,Help me choose a mechanical keyboard,anne pro,0.2,deepseek,1,0.333,0.0,20.0
kb_15,keyboards,Help me choose a mechanical keyboard,leopold,0.2,deepseek,1,0.333,0.0,20.0
kb_15,keyboards,Help me choose a mechanical keyboard,steelseries,0.2,chatgpt,1,0.333,0.0,20.0
shoes_03,running_shoes,Cheap but good running shoes for casual runners under $60,brooks,0.2,deepseek,1,0.333,0.0,20.0
shoes_10,running_shoes,Recommend top-tier trail running shoes for ultramarathon,nothing,0.2,deepseek,1,0.333,0.0,20.0
shoes_10,running_shoes,Recommend top-tier trail running shoes for ultramarathon,on running,0.2,chatgpt,1,0.333,0.0,20.0
shoes_10,running_shoes,Recommend top-tier trail running shoes for ultramarathon,merrell,0.2,deepseek,1,0.333,0.0,20.0
shoes_11,running_shoes,I'm overweight (250 lbs) and starting to run. What shoes have enough support?,on running,0.2,deepseek,1,0.333,0.0,20.0
skin_02,skincare,Recommend a cheap but effective face sunscreen for everyday use,supergoop,0.2,deepseek,1,0.333,0.0,20.0
skin_04,skincare,Best vitamin C serum between $20 and $50,cosrx,0.2,deepseek,1,0.333,0.0,20.0
skin_04,skincare,Best vitamin C serum between $20 and $50,vichy,0.2,deepseek,1,0.333,0.0,20.0
skin_05,skincare,"Recommend a good anti-aging skincare routine for someone in their 30s, budget $1",beauty of joseon,0.2,deepseek,1,0.333,0.0,20.0
skin_09,skincare,Recommend premium skincare products worth the splurge,sulwhasoo,0.2,chatgpt,1,0.333,0.0,20.0
skin_11,skincare,I'm a teenage boy with bad acne. What skincare products should I use?,supergoop,0.2,deepseek,1,0.333,0.0,20.0
skin_11,skincare,I'm a teenage boy with bad acne. What skincare products should I use?,vanicream,0.2,chatgpt,1,0.333,0.0,20.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,the inkey list,0.2,deepseek,1,0.333,0.0,20.0
skin_12,skincare,Best skincare routine for a man who has never used any products before,nothing,0.2,deepseek,1,0.333,0.0,20.0
skin_13,skincare,What skincare products should I use?,asics,0.2,chatgpt,1,0.333,0.0,20.0
skin_15,skincare,Help me build a skincare routine,skinceuticals,0.2,deepseek,1,0.333,0.0,20.0
skin_15,skincare,Help me build a skincare routine,vanicream,0.2,deepseek,1,0.333,0.0,20.0
skin_15,skincare,Help me build a skincare routine,tatcha,0.2,deepseek,1,0.333,0.0,20.0
skin_15,skincare,Help me build a skincare routine,asics,0.2,chatgpt,1,0.333,0.0,20.0
